@relation 'dataset_pangoa_nosupervisado'

@attribute tipo_contribuyente {'Persona juridica','Persona natural'}
@attribute monto_impuesto numeric
@attribute monto_pagado numeric
@attribute deuda_acumulada numeric
@attribute anios_moroso numeric
@attribute frecuencia_pago {'Con retraso','Nunca paga'}
@attribute meses_retraso_promedio numeric
@attribute num_notificaciones numeric
@attribute respondio_notificacion {Si,No}
@attribute fraccionamiento {No,Si}

@data
'Persona natural',84.06,0,31.35,1,'Nunca paga',0.3,1,No,No
'Persona natural',84.03,0,31.34,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.96,0,31.32,1,'Nunca paga',0,1,No,No
'Persona natural',83.94,0,31.32,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.91,0,31.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.9,0,31.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.82,0,31.29,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.81,30.96,0,0,'Con retraso',0,1,Si,No
'Persona natural',83.8,0,31.28,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.7,0,31.26,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.59,0,31.23,1,'Nunca paga',0,1,No,No
'Persona natural',83.57,0,31.23,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.55,0,31.22,1,'Nunca paga',0,1,No,No
'Persona natural',83.48,0,31.2,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.44,0,31.19,1,'Nunca paga',0,1,No,No
'Persona natural',83.42,0,31.19,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.37,0,31.18,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.33,0,31.17,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.23,0,31.14,1,'Nunca paga',0,1,No,No
'Persona natural',83.18,0,31.13,1,'Nunca paga',0.3,1,No,No
'Persona natural',83.15,0,31.12,1,'Nunca paga',0,1,No,No
'Persona natural',83.13,0,31.12,1,'Nunca paga',0,1,No,No
'Persona natural',83.1,0,31.11,1,'Nunca paga',0,1,No,No
'Persona natural',83.04,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',82.94,0,31.07,1,'Nunca paga',0,1,No,No
'Persona natural',82.86,0,31.05,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.77,0,31.03,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.75,0,31.02,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.73,0,31.02,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.7,0,31.01,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.63,0,30.99,1,'Nunca paga',0,1,No,No
'Persona natural',82.63,0,30.99,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.61,0,30.99,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.6,0,30.98,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.59,0,30.98,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.58,0,30.98,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.57,0,30.98,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.57,0,30.98,1,'Nunca paga',0,1,No,No
'Persona natural',82.56,0,30.97,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.56,0,30.97,1,'Nunca paga',0,1,No,No
'Persona natural',82.54,30.64,0,0,'Con retraso',0,1,Si,No
'Persona natural',82.53,0,30.97,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.52,0,30.96,1,'Nunca paga',0,1,No,No
'Persona natural',82.49,0,30.96,1,'Nunca paga',0,1,No,No
'Persona natural',82.47,0,30.95,1,'Nunca paga',0,1,No,No
'Persona natural',82.45,0,30.95,1,'Nunca paga',0,1,No,No
'Persona natural',82.44,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',82.44,0,30.94,1,'Nunca paga',0,1,No,No
'Persona natural',82.39,0,30.93,1,'Nunca paga',0,1,No,No
'Persona natural',82.38,0,30.93,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.35,0,30.92,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.34,0,30.92,1,'Nunca paga',0,1,No,No
'Persona natural',82.34,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',82.34,0,30.92,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.34,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',82.31,0,30.91,1,'Nunca paga',0,1,No,No
'Persona natural',82.28,0,30.9,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.26,0,30.9,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.24,0,30.89,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.2,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',82.19,0,30.88,1,'Nunca paga',0,0,No,No
'Persona natural',82.18,0,30.88,1,'Nunca paga',0,1,No,No
'Persona natural',82.16,0,30.87,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.13,0,30.87,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.11,0,30.86,1,'Nunca paga',0,1,No,No
'Persona natural',82.1,0,30.86,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.08,0,30.85,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.04,0,30.84,1,'Nunca paga',0.3,1,No,No
'Persona natural',82.01,0,30.84,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.98,0,30.83,1,'Nunca paga',0,1,No,No
'Persona natural',81.95,0,30.82,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.95,30.49,0,0,'Con retraso',0,1,Si,No
'Persona natural',81.9,0,30.81,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.82,0,30.79,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.82,30.46,0,0,'Con retraso',0,1,Si,No
'Persona natural',81.76,0,30.76,1,'Nunca paga',0,1,No,No
'Persona natural',81.75,0,30.76,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.66,0,30.74,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.65,0,30.74,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.63,0,30.73,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.6,0,30.72,1,'Nunca paga',0,1,No,No
'Persona natural',81.57,0,30.72,1,'Nunca paga',0,1,No,No
'Persona natural',81.56,0,30.71,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.5,0,30.7,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.45,30.37,0,0,'Con retraso',0,1,Si,No
'Persona natural',81.44,30.36,0,0,'Con retraso',0,1,Si,No
'Persona natural',81.42,0,30.68,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.37,0,30.67,1,'Nunca paga',0,1,No,No
'Persona natural',81.28,0,30.64,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.23,0,30.63,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.23,0,20.63,1,'Nunca paga',0,0,No,No
'Persona natural',81.22,0,30.63,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.17,30.3,0,0,'Con retraso',0,1,Si,No
'Persona natural',81.14,0,30.61,1,'Nunca paga',0.3,1,No,No
'Persona natural',81.09,0,30.6,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.96,0,30.56,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.95,0,30.56,1,'Nunca paga',0,1,No,No
'Persona natural',80.89,0,30.55,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.86,0,30.54,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.85,0,30.54,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.8,0,30.52,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.79,0,30.52,1,'Nunca paga',0,1,No,No
'Persona natural',80.76,0,30.51,1,'Nunca paga',0,1,No,No
'Persona natural',80.75,0,30.51,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.73,0,30.51,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.72,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',80.72,0,30.5,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.69,0,30.5,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.64,0,30.48,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.57,0,30.47,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.51,0,30.45,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.5,0,30.45,1,'Nunca paga',0,1,No,No
'Persona natural',80.48,0,30.44,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.47,0,30.44,1,'Nunca paga',0,1,No,No
'Persona natural',80.46,0,30.44,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.43,0,30.43,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.32,0,30.4,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.28,30.07,0,0,'Con retraso',0,1,Si,No
'Persona natural',80.23,0,30.38,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.2,0,30.37,1,'Nunca paga',0,1,No,No
'Persona natural',80.17,0,30.37,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.14,0,30.36,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.12,0,30.35,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.06,0,30.34,1,'Nunca paga',0.3,1,No,No
'Persona natural',80.06,30.02,0,0,'Con retraso',0,1,Si,No
'Persona natural',80.05,0,30.34,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.99,0,30.32,1,'Nunca paga',0.3,1,No,No
'Persona juridica',79.99,30,0,0,'Con retraso',0,0,Si,No
'Persona natural',79.98,0,30.32,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.95,0,30.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.94,0,30.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.94,29.99,0,0,'Con retraso',0,1,Si,No
'Persona natural',79.92,0,30.3,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.91,0,30.3,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.91,0,30.3,1,'Nunca paga',0,1,No,No
'Persona natural',79.89,0,30.3,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.85,0,30.29,1,'Nunca paga',0,1,No,No
'Persona natural',79.77,0,30.27,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.77,0,30.27,1,'Nunca paga',0,1,No,No
'Persona natural',79.77,29.95,0,0,'Con retraso',0,1,Si,No
'Persona natural',79.76,0,30.26,1,'Nunca paga',0,1,No,No
'Persona natural',79.75,0,30.26,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.74,0,30.26,1,'Nunca paga',0,1,No,No
'Persona natural',79.73,0,30.26,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.63,0,30.23,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.59,0,30.22,1,'Nunca paga',0,1,No,No
'Persona natural',79.57,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',79.57,0,30.22,1,'Nunca paga',0,1,No,No
'Persona natural',79.54,0,30.21,1,'Nunca paga',0,1,No,No
'Persona natural',79.53,0,30.21,1,'Nunca paga',0,0,No,No
'Persona natural',79.5,0,30.2,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.5,29.88,0,0,'Con retraso',0,1,Si,No
'Persona natural',79.49,0,30.2,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.49,0,30.2,1,'Nunca paga',0,1,No,No
'Persona natural',79.47,29.87,0,0,'Con retraso',0,1,Si,No
'Persona natural',79.45,0,30.19,1,'Nunca paga',0,1,No,No
'Persona natural',79.42,0,30.18,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.37,0,30.17,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.35,0,30.16,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.25,0,30.14,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.24,29.81,0,0,'Con retraso',0,1,Si,No
'Persona natural',79.23,0,30.12,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.21,0,30.12,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.21,0,30.12,1,'Nunca paga',0,1,No,No
'Persona natural',79.16,0,30.1,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.13,29.79,0,0,'Con retraso',0,1,Si,No
'Persona natural',79.12,29.78,0,0,'Con retraso',0,1,Si,No
'Persona natural',79.11,0,30.09,1,'Nunca paga',0,1,No,No
'Persona natural',79.09,0,30.09,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.06,0,30.08,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.05,0,30.08,1,'Nunca paga',0.3,1,No,No
'Persona natural',79.02,0,30.07,1,'Nunca paga',0.3,1,No,No
'Persona natural',79,0,30.06,1,'Nunca paga',0,1,No,No
'Persona natural',78.94,0,30.05,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.94,29.74,0,0,'Con retraso',0,1,Si,No
'Persona natural',78.89,0,30.04,1,'Nunca paga',0,1,No,No
'Persona natural',78.86,29.72,0,0,'Con retraso',0,1,Si,No
'Persona natural',78.79,0,30.01,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.78,0,30.01,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.75,0,30,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.72,0,29.99,1,'Nunca paga',0,1,No,No
'Persona natural',78.69,0,29.99,1,'Nunca paga',0,1,No,No
'Persona natural',78.68,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',78.66,0,29.98,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.6,0,29.96,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.59,0,29.96,1,'Nunca paga',0,1,No,No
'Persona natural',78.57,0,29.96,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.55,0,29.95,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.5,0,29.94,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.49,0,29.94,1,'Nunca paga',0,1,No,No
'Persona natural',78.48,0,29.93,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.47,0,29.93,1,'Nunca paga',0,1,No,No
'Persona natural',78.47,0,29.93,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.44,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',78.42,0,29.92,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.39,0,29.91,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.33,0,29.9,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.3,0,29.89,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.23,0,29.87,1,'Nunca paga',0,1,No,No
'Persona natural',78.21,0,29.87,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.18,29.55,0,0,'Con retraso',0,1,Si,No
'Persona natural',78.18,0,29.86,1,'Nunca paga',0,1,No,No
'Persona natural',78.14,29.54,0,0,'Con retraso',0,1,Si,No
'Persona natural',78.11,29.84,0,0,'Con retraso',0,1,Si,No
'Persona natural',78.04,0,29.82,1,'Nunca paga',0,1,No,No
'Persona natural',78.04,29.51,0,0,'Con retraso',0,1,Si,No
'Persona natural',78.04,0,29.82,1,'Nunca paga',0.3,1,No,No
'Persona natural',78.03,19.51,0,0,'Con retraso',0,0,Si,No
'Persona natural',78.01,0,29.82,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.97,0,29.81,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.95,0,29.8,1,'Nunca paga',0,1,No,No
'Persona natural',77.82,29.46,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.79,0,29.76,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.79,0,29.76,1,'Nunca paga',0,1,No,No
'Persona natural',77.78,0,29.76,1,'Nunca paga',0,1,No,No
'Persona natural',77.72,29.43,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.71,0,29.74,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.64,0,29.72,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.6,29.4,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.6,0,29.71,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.59,0,29.71,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.56,0,29.7,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.52,29.38,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.52,0,29.69,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.49,0,29.69,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.47,0,29.68,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.47,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',77.47,0,29.68,1,'Nunca paga',0,1,No,No
'Persona natural',77.39,29.35,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.33,29.34,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.31,0,29.64,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.26,0,29.63,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.26,29.32,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.24,0,29.62,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.23,0,29.62,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.21,29.31,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.21,0,29.62,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.18,0,29.61,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.18,29.3,0,0,'Con retraso',0,1,Si,No
'Persona natural',77.15,0,29.6,1,'Nunca paga',0,0,No,No
'Persona natural',77.13,0,29.6,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.08,0,29.58,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.06,0,29.58,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.02,0,29.57,1,'Nunca paga',0.3,1,No,No
'Persona natural',77.01,0,29.57,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.98,0,29.56,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.96,0,29.55,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.94,0,29.55,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.92,0,29.54,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.91,0,29.54,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.79,0,29.51,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.73,0,29.5,1,'Nunca paga',0,1,No,No
'Persona natural',76.71,0,29.48,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.68,0,29.47,1,'Nunca paga',0,1,No,No
'Persona natural',76.64,0,29.46,1,'Nunca paga',0,1,No,No
'Persona natural',76.61,0,29.46,1,'Nunca paga',0,1,No,No
'Persona natural',76.53,0,29.44,1,'Nunca paga',0,1,No,No
'Persona natural',76.52,29.13,0,0,'Con retraso',0,1,Si,No
'Persona natural',76.52,0,29.43,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.51,0,29.43,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.5,0,29.43,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.42,0,29.41,1,'Nunca paga',0,1,No,No
'Persona natural',76.42,0,29.41,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.39,18.25,11.02,1,'Con retraso',0.2,1,Si,Si
'Persona natural',76.35,0,29.39,1,'Nunca paga',0,1,No,No
'Persona natural',76.34,29.09,0,0,'Con retraso',0,1,Si,No
'Persona natural',76.32,0,29.38,1,'Nunca paga',0,1,No,No
'Persona natural',76.31,0,29.38,1,'Nunca paga',0,1,No,No
'Persona natural',76.3,0,29.38,1,'Nunca paga',0,1,No,No
'Persona natural',76.3,0,29.38,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.28,0,29.37,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.27,0,29.37,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.26,0,29.37,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.23,0,29.36,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.2,0,29.35,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.19,0,29.35,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.16,29.04,0,0,'Con retraso',0,1,Si,No
'Persona natural',76.14,0,29.34,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.12,0,29.33,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.1,29.03,0,0,'Con retraso',0,1,Si,No
'Persona natural',76.09,0,29.33,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.04,0,29.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.03,0,29.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',76.01,0,29.31,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.98,0,29.3,1,'Nunca paga',0,1,No,No
'Persona natural',75.94,0,29.29,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.91,0,29.28,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.9,0,29.28,1,'Nunca paga',0,1,No,No
'Persona natural',75.85,0,29.27,1,'Nunca paga',0,1,No,No
'Persona natural',75.85,0,29.27,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.72,0,29.23,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.71,0,29.23,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.66,0,29.22,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.65,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',75.59,0,29.2,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.58,0,29.2,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.53,0,29.19,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.52,0,29.18,1,'Nunca paga',0,1,No,No
'Persona natural',75.49,0,29.18,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.48,0,29.17,1,'Nunca paga',0,1,No,No
'Persona natural',75.47,0,29.17,1,'Nunca paga',0,1,No,No
'Persona natural',75.45,0,29.17,1,'Nunca paga',0,1,No,No
'Persona natural',75.44,0,29.16,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.42,0,29.16,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.4,28.85,0,0,'Con retraso',0,1,Si,No
'Persona natural',75.39,0,0,0,'Nunca paga',0.3,0,No,No
'Persona natural',75.39,0,29.15,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.35,0,29.14,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.33,0,29.14,1,'Nunca paga',0,1,No,No
'Persona natural',75.32,0,19.13,1,'Nunca paga',0.3,0,No,No
'Persona natural',75.31,0,29.13,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.27,0,29.12,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.26,0,29.12,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.24,0,19.11,1,'Nunca paga',0.3,0,No,No
'Persona natural',75.24,0,29.11,1,'Nunca paga',0,1,No,No
'Persona natural',75.21,0,29.11,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.21,0,29.11,1,'Nunca paga',0,1,No,No
'Persona natural',75.2,0,29.1,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.19,0,29.1,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.18,0,29.1,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.13,0,29.09,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.12,0,29.08,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.09,0,29.08,1,'Nunca paga',0.3,1,No,No
'Persona natural',75.01,18.76,0,0,'Con retraso',0,1,Si,No
'Persona natural',75,0,29.05,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.99,0,29.05,1,'Nunca paga',0,1,No,No
'Persona natural',74.97,0,29.05,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.93,0,29.04,1,'Nunca paga',0,1,No,No
'Persona natural',74.84,0,29.01,1,'Nunca paga',0,1,No,No
'Persona natural',74.83,28.71,0,0,'Con retraso',0,1,Si,No
'Persona natural',74.82,0,29.01,1,'Nunca paga',0,1,No,No
'Persona natural',74.79,0,29,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.78,0,29,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.7,0,28.98,1,'Nunca paga',0,1,No,No
'Persona natural',74.69,0,28.98,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.68,28.67,0,0,'Con retraso',0,1,Si,No
'Persona natural',74.63,0,28.96,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.61,0,28.96,1,'Nunca paga',0,1,No,No
'Persona natural',74.6,0,28.95,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.6,0,28.95,1,'Nunca paga',0,1,No,No
'Persona natural',74.58,0,28.95,1,'Nunca paga',0,1,No,No
'Persona natural',74.57,0,28.95,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.56,0,28.94,1,'Nunca paga',0,1,No,No
'Persona natural',74.56,0,28.94,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.55,0,28.94,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.54,0,28.94,1,'Nunca paga',0,1,No,No
'Persona natural',74.51,0,28.93,1,'Nunca paga',0,0,No,No
'Persona natural',74.51,0,28.93,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.47,0,28.92,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.44,0,28.91,1,'Nunca paga',0,1,No,No
'Persona natural',74.4,0,28.9,1,'Nunca paga',0,1,No,No
'Persona natural',74.39,0,28.9,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.35,0,28.89,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.26,0,18.87,1,'Nunca paga',0.3,0,No,No
'Persona natural',74.22,0,28.86,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.2,0,28.84,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.16,28.54,0,0,'Con retraso',0,1,Si,No
'Persona natural',74.16,0,28.83,1,'Nunca paga',0.3,1,No,No
'Persona natural',74.1,0,28.82,1,'Nunca paga',0,1,No,No
'Persona natural',74.09,0,28.82,1,'Nunca paga',0.3,1,No,No
'Persona natural',74,0,28.79,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.99,0,28.79,1,'Nunca paga',0.3,1,No,No
'Persona juridica',73.94,0,28.78,1,'Nunca paga',0,0,No,No
'Persona natural',73.93,0,28.78,1,'Nunca paga',0,1,No,No
'Persona natural',73.92,0,28.77,1,'Nunca paga',0,1,No,No
'Persona natural',73.86,0,28.76,1,'Nunca paga',0,1,No,No
'Persona natural',73.82,0,28.75,1,'Nunca paga',0,1,No,No
'Persona natural',73.8,0,28.74,1,'Nunca paga',0,1,No,No
'Persona natural',73.78,0,28.74,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.75,0,28.73,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.73,0,28.73,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.7,0,28.72,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.68,0,28.71,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.64,28.41,0,0,'Con retraso',0,1,Si,No
'Persona natural',73.63,0,28.7,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.63,0,28.7,1,'Nunca paga',0,1,No,No
'Persona natural',73.59,0,28.69,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.55,0,28.68,1,'Nunca paga',0,1,No,No
'Persona natural',73.53,0,28.68,1,'Nunca paga',0.3,1,No,No
'Persona natural',73.53,0,28.68,1,'Nunca paga',0,1,No,No
'Persona natural',73.48,0,28.66,1,'Nunca paga',0.3,1,No,No
